"Species","Tree_N","Germination","Bin_germ","XGB_all","XGB_colour","XGB_xray","cnn_colour_pred","cnn_xray_pred"
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"E",0,0,0,0,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,0,1,1,1
"all_species",10,"E",0,0,1,1,1,0
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"E",0,0,1,0,1,0
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,0,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"E",0,0,0,0,1,0
"all_species",10,"E",0,0,1,0,1,0
"all_species",11,"G",1,1,1,1,1,1
"all_species",11,"G",1,1,1,1,1,1
"all_species",11,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",16,"E",0,1,1,1,1,0
"all_species",16,"E",0,0,1,1,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"M",0,1,1,1,1,1
"all_species",17,"M",0,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"M",0,1,1,1,1,1
"all_species",17,"M",0,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",17,"G",1,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"M",0,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"M",0,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"G",1,1,1,1,1,1
"all_species",18,"E",0,0,1,0,1,0
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",19,"G",1,1,1,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"G",1,1,0,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"M",0,1,1,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"M",0,1,1,1,1,1
"all_species",20,"E",0,0,1,0,1,0
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",20,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"M",0,1,1,1,1,1
"all_species",21,"E",0,0,1,0,1,0
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,0,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"M",0,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"E",0,0,1,0,1,0
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"M",0,1,1,1,1,1
"all_species",21,"E",0,0,1,0,1,0
"all_species",21,"G",1,1,1,1,1,1
"all_species",21,"G",1,1,1,1,1,1
"all_species",22,"E",0,0,1,0,1,1
"all_species",22,"M",0,0,1,1,1,1
"all_species",22,"G",1,0,1,0,1,0
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,1,1,0,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,0,1,0,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,0,1,1,1,1
"all_species",22,"M",0,1,1,1,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,1,0,1,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"E",0,0,1,0,1,0
"all_species",22,"G",1,1,1,1,1,1
"all_species",22,"G",1,1,1,1,1,1
"all_species",23,"M",0,1,1,1,1,1
"all_species",23,"G",1,1,0,1,1,1
"all_species",23,"E",0,0,1,0,1,0
"all_species",23,"M",0,0,1,0,1,0
"all_species",23,"E",0,1,1,1,1,1
"all_species",24,"E",0,0,0,0,1,0
"all_species",24,"G",1,1,1,1,1,1
"all_species",24,"G",1,1,1,1,1,1
"all_species",24,"M",0,0,1,0,1,0
"all_species",24,"E",0,0,0,0,1,0
"all_species",24,"E",0,1,1,1,1,1
"all_species",24,"E",0,0,0,0,1,0
"all_species",24,"E",0,0,0,0,1,0
"all_species",24,"E",0,0,0,0,1,0
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"G",1,1,1,1,1,1
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"G",1,1,1,1,1,1
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"G",1,1,1,1,1,1
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"M",0,0,1,0,1,0
"all_species",24,"M",0,0,0,0,1,1
"all_species",24,"G",1,1,0,1,1,1
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"M",0,1,0,0,1,0
"all_species",24,"E",0,0,1,0,1,0
"all_species",24,"M",0,0,1,0,1,1
"all_species",24,"E",0,0,0,0,1,0
"all_species",24,"E",0,0,1,0,1,0
"all_species",25,"E",0,0,0,0,1,0
"all_species",25,"E",0,0,1,0,1,0
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"E",0,0,1,0,1,0
"all_species",25,"M",0,1,1,1,1,1
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"E",0,1,1,1,1,0
"all_species",25,"G",1,1,1,1,1,1
"all_species",25,"E",0,0,1,0,1,0
"all_species",25,"M",0,1,1,1,1,1
"all_species",26,"G",1,1,1,1,1,1
"all_species",26,"M",0,1,1,1,1,1
"all_species",26,"E",0,0,1,0,1,0
"all_species",26,"G",1,1,1,1,1,1
"all_species",26,"G",1,1,1,1,1,1
"all_species",26,"G",1,1,1,1,1,1
"all_species",26,"G",1,1,1,1,1,1
"all_species",26,"G",1,0,1,0,1,1
"all_species",26,"G",1,1,1,1,1,1
"all_species",26,"M",0,1,1,1,1,1
"all_species",27,"G",1,1,1,0,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"E",0,0,1,0,1,0
"all_species",27,"G",1,1,0,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"G",1,0,1,0,1,1
"all_species",27,"M",0,0,1,0,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"M",0,1,1,1,1,1
"all_species",27,"M",0,0,1,0,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"M",0,1,1,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"G",1,0,1,0,1,1
"all_species",27,"M",0,0,1,0,1,0
"all_species",27,"M",0,0,1,0,1,0
"all_species",27,"M",0,1,1,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"E",0,0,1,0,1,0
"all_species",27,"E",0,0,1,0,1,0
"all_species",27,"E",0,0,1,0,1,0
"all_species",27,"M",0,1,1,1,1,1
"all_species",27,"G",1,0,1,0,1,0
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"E",0,0,1,0,1,0
"all_species",27,"G",1,1,1,1,1,1
"all_species",27,"G",1,1,1,1,1,1
"all_species",28,"G",1,0,1,1,1,1
"all_species",28,"E",0,0,1,0,1,0
"all_species",28,"G",1,1,1,1,1,1
"all_species",28,"M",0,1,1,1,1,1
"all_species",28,"G",1,1,1,1,1,1
"all_species",28,"M",0,1,1,1,1,1
"all_species",28,"G",1,1,1,1,1,1
"all_species",28,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"M",0,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",29,"G",1,1,1,1,1,1
"all_species",1,"M",0,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,0,1,1
"all_species",1,"M",0,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,0,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"M",0,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"M",0,1,1,1,1,1
"all_species",1,"X",1,0,0,1,1,1
"all_species",2,"G",1,1,0,1,1,1
"all_species",2,"G",1,1,1,1,1,1
"all_species",2,"G",1,1,1,1,1,1
"all_species",2,"G",1,1,1,1,1,1
"all_species",2,"G",1,1,0,1,1,1
"all_species",3,"E",0,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"X",1,1,1,1,1,1
"all_species",3,"X",1,0,1,0,1,0
"all_species",3,"X",1,1,1,1,1,1
"all_species",3,"X",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"M",0,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"M",0,1,1,1,1,1
"all_species",3,"X",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",4,"E",0,0,1,0,1,0
"all_species",4,"M",0,1,1,1,1,1
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"M",0,1,0,1,1,1
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"E",0,0,0,0,1,0
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"E",0,0,1,1,1,0
"all_species",5,"M",0,1,1,1,1,1
"all_species",5,"M",0,1,0,1,1,1
"all_species",5,"E",0,0,1,0,1,0
"all_species",5,"E",0,0,1,0,1,0
"all_species",5,"M",0,1,1,1,1,1
"all_species",5,"M",0,1,0,1,1,1
"all_species",6,"G",1,1,1,1,1,1
"all_species",6,"E",0,0,1,0,1,0
"all_species",6,"G",1,1,1,1,1,1
"all_species",6,"G",1,1,1,1,1,1
"all_species",6,"V",0,0,1,1,1,1
"all_species",6,"G",1,0,1,0,1,1
"all_species",7,"M",0,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"M",0,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"M",0,1,1,1,1,1
"all_species",7,"E",0,0,1,0,1,0
"all_species",7,"E",0,0,1,0,1,0
"all_species",7,"G",1,1,0,1,1,1
"all_species",7,"M",0,1,0,1,1,1
"all_species",7,"E",0,0,0,0,1,0
"all_species",7,"M",0,0,0,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",8,"M",0,0,1,1,1,1
"all_species",8,"E",0,0,0,0,1,0
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"M",0,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"M",0,0,0,0,1,0
"all_species",8,"G",1,1,1,1,0,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"E",0,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,0
"all_species",9,"M",0,1,1,1,1,1
"all_species",9,"E",0,0,1,0,1,0
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"E",0,0,1,0,1,0
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,0,1,1,1
"all_species",9,"E",0,0,1,0,1,0
"all_species",9,"G",1,1,1,0,1,1
"all_species",9,"E",0,0,1,0,1,0
"all_species",9,"E",0,0,1,0,1,0
"all_species",10,"G",1,0,0,1,1,1
"all_species",10,"M",0,0,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"M",0,1,1,1,1,1
"all_species",10,"E",0,0,0,0,1,0
"all_species",10,"E",0,0,0,0,1,0
"all_species",10,"M",0,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"M",0,0,0,1,1,1
"all_species",10,"E",0,0,1,0,1,0
"all_species",11,"X",1,1,1,1,1,1
"all_species",11,"X",1,1,1,1,1,1
"all_species",11,"X",1,1,1,0,1,0
"all_species",11,"X",1,1,1,1,1,1
"all_species",11,"X",1,0,1,0,1,0
"all_species",11,"X",1,1,1,1,1,1
"all_species",11,"X",1,1,1,1,1,1
"all_species",11,"X",1,0,1,0,1,0
"all_species",11,"V",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"E",0,1,1,1,1,1
"all_species",12,"E",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",13,"E",0,1,1,1,1,1
"all_species",13,"E",0,0,0,0,1,0
"all_species",13,"E",0,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"E",0,0,0,1,1,1
"all_species",13,"M",0,1,1,1,1,1
"all_species",13,"M",0,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,0
"all_species",13,"V",0,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"V",0,1,1,1,1,1
"all_species",14,"E",0,0,1,0,1,0
"all_species",14,"E",0,0,1,0,1,0
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"E",0,0,1,0,1,0
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"V",0,1,1,1,1,1
"all_species",14,"M",0,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",15,"E",0,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,0,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"E",0,0,0,1,1,0
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"E",0,0,0,0,1,0
"all_species",15,"E",0,0,0,0,0,0
"all_species",15,"E",0,0,1,0,1,0
"all_species",15,"E",0,0,1,0,1,0
"all_species",15,"E",0,0,1,0,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"V",0,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"M",0,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"M",0,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,1,0,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"M",0,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,0,0,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"V",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,0,1,0,1,0
"all_species",12,"G",1,1,1,1,1,0
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"V",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,0
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"G",1,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"M",0,1,1,1,1,1
"all_species",12,"V",0,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",13,"G",1,1,1,1,1,1
"all_species",11,"M",0,1,0,1,1,1
"all_species",11,"M",0,1,0,1,1,0
"all_species",11,"E",0,0,1,1,1,0
"all_species",11,"M",0,1,0,1,1,1
"all_species",11,"M",0,1,1,1,1,1
"all_species",11,"G",1,1,0,1,0,0
"all_species",11,"G",1,1,0,1,1,1
"all_species",11,"E",0,0,0,0,1,0
"all_species",11,"M",0,1,0,1,1,1
"all_species",11,"G",1,0,0,1,1,1
"all_species",11,"G",1,1,1,1,1,1
"all_species",11,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,1
"all_species",15,"G",1,1,1,1,1,0
"all_species",15,"E",0,0,0,0,1,0
"all_species",4,"G",1,1,1,1,1,1
"all_species",4,"M",0,1,1,1,1,0
"all_species",14,"G",1,1,0,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"M",0,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,0,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,0,1,1,1
"all_species",14,"M",0,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"G",1,1,1,1,1,1
"all_species",14,"M",0,1,1,1,1,1
"all_species",14,"M",0,0,0,1,1,1
"all_species",14,"M",0,1,1,1,1,0
"all_species",14,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"E",0,0,1,0,1,0
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"M",0,1,1,1,1,0
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"G",1,1,1,1,1,1
"all_species",10,"M",0,1,1,1,1,0
"all_species",10,"E",0,0,1,0,0,0
"all_species",3,"G",1,1,1,1,1,1
"all_species",3,"G",1,1,1,1,1,1
"all_species",5,"G",1,1,1,1,1,1
"all_species",5,"G",1,0,0,1,1,1
"all_species",9,"M",0,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"G",1,1,1,1,1,1
"all_species",9,"M",0,1,1,1,1,1
"all_species",9,"M",0,1,1,1,1,1
"all_species",9,"M",0,1,1,1,1,1
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"G",1,1,0,1,1,1
"all_species",16,"G",1,1,0,1,1,1
"all_species",16,"E",0,0,0,1,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"M",0,0,0,1,1,1
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,1,1,0,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"G",1,1,0,1,1,1
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"E",0,0,0,0,1,0
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"G",1,1,1,1,1,1
"all_species",16,"E",0,0,1,0,1,0
"all_species",16,"G",1,1,0,1,1,1
"all_species",16,"G",1,1,1,1,1,1
"all_species",2,"G",1,1,1,1,1,1
"all_species",2,"G",1,1,1,1,1,1
"all_species",2,"G",1,1,1,1,1,1
"all_species",2,"G",1,0,1,1,1,0
"all_species",1,"G",1,1,1,1,1,1
"all_species",6,"G",1,1,1,1,1,0
"all_species",6,"G",1,1,1,1,1,1
"all_species",6,"G",1,1,1,1,1,1
"all_species",8,"M",0,1,1,1,1,1
"all_species",8,"M",0,1,0,1,0,0
"all_species",8,"G",1,1,0,1,1,0
"all_species",8,"G",1,1,1,1,1,0
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"M",0,1,1,1,1,0
"all_species",8,"G",1,1,1,1,1,1
"all_species",8,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,0
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"M",0,0,1,1,1,0
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",7,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"V",0,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
"all_species",1,"V",0,1,1,1,1,1
"all_species",1,"G",1,1,1,1,1,1
